,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,PAINS_match,Brenk_match
1779,CHEMBL4075954,26.0,nM,CC(C)C(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,7.585026652,571.19550054,8,2,4.339600000000002,True,0,0.0
1781,CHEMBL3893163,26.0,nM,CCC(=O)Nc1cccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)c1,7.585026652,481.211389724,6,3,5.1948000000000025,True,0,0.0
1782,CHEMBL4468226,26.0,nM,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1C[C@H](O)C2,7.585026652,664.2809465040001,10,2,4.258500000000005,True,0,0.0
1783,CHEMBL4246324,26.0,nM,C=CS(=O)(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1C,7.585026652,397.1460125960001,3,2,3.7685600000000017,True,0,0.0
1788,CHEMBL3649460,26.73,nM,CN1Cc2cc(C(C)(C)C)ccc2C(=O)N1c1cccc(-c2cc(C(N)=O)n(C)c2)c1CO,7.573001041,446.23179082,5,2,3.5880000000000023,True,0,0.0
1790,CHEMBL3907591,27.0,nM,Nc1ncnc2c1c(-c1cc(O)c(F)c(F)c1)nn2C1Cc2ccccc2C1,7.568636236,379.12446654,6,2,3.3992000000000013,True,0,0.0
1793,CHEMBL4859528,27.0,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5ccc(OC(F)(F)F)cc5)c(F)c4)ccnc3[nH]2)cn1,7.568636236,510.142736696,6,2,4.993100000000004,True,0,0.0
1798,CHEMBL3649450,27.02,nM,CC(C)(C)c1ccc2c(=O)n(-c3cccc(-c4c[nH]c(C(N)=O)c4)c3CO)ncc2c1,7.568314655,416.184840628,5,3,3.2695000000000007,True,0,0.0
1801,CHEMBL4102992,27.5,nM,C[C@H]1CN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CCN1C,7.560667306,625.31766636,9,2,4.303300000000002,True,0,0.0
1802,CHEMBL4113559,27.6,nM,CCc1nsc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,7.559090918,502.18994307200006,9,2,3.513100000000001,True,0,0.0
1805,CHEMBL3621458,28.0,nM,COc1cccc(-c2ccc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCN(C)CC5)cc4c23)c1,7.552841969,442.200490692,4,2,3.483200000000002,True,0,0.0
1806,CHEMBL5179923,28.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC2CC(F)(F)C2)CC1=O,7.552841969,481.240164988,7,1,3.6186200000000017,True,0,0.0
1807,CHEMBL4869628,28.0,nM,CC1CC2(C1)CN(C(=O)NCc1ccc(-c3ccnc4[nH]c(-c5cnn(C)c5)nc34)cc1F)C2,7.552841969,459.2182866720001,5,2,4.1060000000000025,True,0,0.0
1817,CHEMBL3621460,29.0,nM,COc1ccc(-c2ccc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCN(C)CC5)cc4c23)cc1,7.537602002,442.200490692,4,2,3.4832000000000027,True,0,0.0
1821,CHEMBL3621498,30.0,nM,CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,7.522878745,469.211389724,4,3,3.4330000000000016,True,0,0.0
1826,CHEMBL2057922,30.0,nM,Cc1c(NC(=O)c2ccc(N(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2ncc(N)n2n1,7.522878745,591.270635916,10,3,4.2162200000000025,True,0,0.0
1847,CHEMBL3621513,32.0,nM,Cc1c(Cl)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.494850022,460.16660372000007,3,2,4.436420000000003,True,0,0.0
1848,CHEMBL4633058,32.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@@H]2F)c1=O,7.494850022,535.2031107839999,8,2,3.371800000000001,True,0,0.0
1849,CHEMBL3621497,32.0,nM,COc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,7.494850022,442.200490692,4,2,3.4832000000000027,True,0,0.0
1852,CHEMBL4791140,32.0,nM,Cc1cc(-c2ccnc(Nc3ccccn3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,7.494850022,458.188880452,7,2,5.274620000000003,True,0,0.0
1855,CHEMBL3402581,32.5,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(C4=CCNCC4)cc23)c1CO,7.488116639,507.20705329200007,6,3,4.814500000000004,True,0,0.0
1860,CHEMBL5186944,33.0,nM,CC(C)Nc1ccc2nnc(-c3cc(-c4cnn(C5CCN(CCO)CC5)c4)cnc3N)n2n1,7.48148606,462.26040558000005,11,3,2.0814999999999992,True,0,0.0
1861,CHEMBL3358397,33.0,nM,CN1CC(N2CCN(c3ccc(Nc4cc(-c5cccc(-n6ccc7cc(C8CC8)cc(F)c7c6=O)c5CO)cn(C)c4=O)nc3)CC2)C1,7.48148606,661.31766636,10,2,4.439800000000004,True,0,0.0
1868,CHEMBL4071754,33.4,nM,CC(=O)N1CC2(C1)CN(c1ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc1)C2,7.476253533,648.31725176,10,2,3.333400000000002,True,0,0.0
1870,CHEMBL5182743,34.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1)[C@H](Nc1cc(Cl)cc(C(F)(F)F)c1)C1CC1,7.468521083,492.165221728,5,3,4.605800000000002,True,0,0.0
1879,CHEMBL3983770,35.0,nM,CN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)cnc7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,7.455931956,615.295788044,8,2,4.843200000000003,True,0,0.0
1882,CHEMBL3699644,35.0,nM,CC(C)(C)c1cc2c(s1)C(=O)N(c1nc(-c3cc(Nc4cc(C5CC5)[nH]n4)c(=O)[nH]n3)ccc1F)C2,7.455931956,505.1696222280001,7,3,4.834500000000003,True,0,0.0
1883,CHEMBL3263655,35.0,nM,Cc1cccc(-c2nc(Nc3ccc(C(=O)N4CCOCC4)cc3)c3nc[nH]c3n2)c1C,7.455931956,428.196074008,6,2,3.8527400000000025,True,0,0.0
1884,CHEMBL4059723,35.0,nM,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,7.455931956,597.2111506040001,8,2,4.873800000000003,True,0,0.0
1887,CHEMBL5196883,36.0,nM,O=C(CNc1cc(F)cc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.443697499,402.13711516000006,5,3,2.9475000000000007,True,0,0.0
1890,CHEMBL388978,36.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.443697499,466.200490692,6,2,4.354000000000003,True,0,0.0
1897,CHEMBL4110111,36.9,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)[nH]n4)cc3)c12,7.432973634,524.189606636,7,3,3.8411000000000017,True,0,0.0
1898,CHEMBL4104254,37.0,nM,CC1(C(=O)N2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,7.431798276,565.2049223520002,8,2,3.9970000000000017,True,0,0.0
1899,CHEMBL3945118,37.0,nM,CN(C)CCC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,7.431798276,472.222288756,6,2,3.057000000000002,True,0,0.0
1902,CHEMBL3621504,38.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(Cl)c4)c23)CC1,7.420216403,446.150953656,3,2,4.128000000000002,True,0,0.0
1908,CHEMBL3358344,38.0,nM,CCN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ncc6cc(C(C)(C)C)ccc6c5=O)c4CO)cn(C)c3=O)nc2)CC1,7.420216403,619.327088172,10,2,4.821700000000004,True,0,0.0
1912,CHEMBL3402575,38.8,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(-c4cc[nH]n4)cc23)c1CO,7.411168274,492.1710021320001,6,3,4.827900000000004,True,0,0.0
1913,CHEMBL3621495,39.0,nM,CC(=O)Nc1ccc(-c2ccc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCN(C)CC5)cc4c23)cc1,7.408935393,469.211389724,4,3,3.4330000000000016,True,0,0.0
1914,CHEMBL3622194,39.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(NC(=O)c5ccc(F)cc5)c4)c23)CC1,7.408935393,549.217617976,4,3,4.866000000000003,True,0,0.0
1920,CHEMBL3649459,39.35,nM,Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc1C(N)=O,7.405055263,431.164519784,5,2,3.603900000000001,True,0,0.0
1924,CHEMBL4212308,40.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ccnc(Nc2ccc3[nH]ncc3c2)n1,7.397940009,476.2324595160001,5,3,6.621720000000005,True,0,0.0
1926,CHEMBL3358339,40.0,nM,CN(C)c1cc(F)c2c(=O)n(-c3cccc(-c4cc(Nc5ccc(C(=O)N6CCOCC6)cn5)c(=O)n(C)c4)c3CO)ccc2c1,7.397940009,624.249646376,10,2,3.6648000000000014,True,0,0.0
1927,CHEMBL1916906,40.0,nM,CNc1cc2c(cc1F)nc(Nc1ccccc1C)c1cncn12,7.397940009,321.13897373200007,5,2,4.115320000000002,True,0,0.0
1929,CHEMBL4741954,40.0,nM,Cc1nnc(Nc2nccc(-c3ccc(CNC(=O)c4cnc(C(C)(C)C)s4)c(C)c3)n2)s1,7.397940009,479.15620042,9,2,5.039540000000004,True,0,0.0
1934,CHEMBL5187873,41.0,nM,O=C(CNc1cc(Cl)cc(C(F)(F)F)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.387216143,452.1339216000001,5,3,3.827200000000002,True,0,0.0
1936,CHEMBL3263659,41.0,nM,Cc1c(NS(C)(=O)=O)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.387216143,507.16887328000007,8,3,2.915820000000001,True,0,0.0
1938,CHEMBL4852342,41.0,nM,Cc1c(NC(=O)c2ncc[nH]2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.387216143,522.212786692,7,4,4.124720000000002,True,0,0.0
1945,CHEMBL4084331,42.0,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cc(Nc2ccncn2)c(=O)n(C)c1,7.37675071,471.1728960400001,7,2,5.086920000000004,True,0,0.0
1951,CHEMBL4218481,43.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3nc(N)nc(Nc4ccc(C(=O)N5CCOCC5)cc4)n3)c2CO)cc1,7.366531544,581.2750526,9,4,4.378900000000003,True,0,0.0
1955,CHEMBL5195945,43.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(Nc2ccncn2)c1=O,7.366531544,527.208115912,10,2,3.608900000000001,True,0,0.0
1956,CHEMBL3670139,43.0,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,7.366531544,666.2988248240001,10,2,4.593200000000004,True,0,0.0
1957,CHEMBL5208901,43.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(C(C)(C)C)CC1=O,7.366531544,433.259008612,7,1,3.3718200000000014,True,0,0.0
1958,CHEMBL3957821,43.0,nM,Cc1ccc(-c2nn(C3Cc4ccccc4C3)c3ncnc(N)c23)cc1O,7.366531544,357.158960228,6,2,3.4294200000000017,True,0,0.0
1963,CHEMBL4649614,44.0,nM,CCCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.356547324,503.253254536,7,2,3.2649000000000017,True,0,0.0
1964,CHEMBL3621508,44.0,nM,CNC(=O)c1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,7.356547324,469.211389724,4,3,2.834200000000001,True,0,0.0
1966,CHEMBL3939772,44.0,nM,CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)ccc(-c3cccc(-n4cnc5ccccc5c4=O)c3)c12,7.356547324,488.184840628,5,3,5.013500000000003,True,0,0.0
1969,CHEMBL4582791,45.0,nM,Nc1ncnc2c1c(-c1ccc3c(c1)OCO3)cn2[C@H]1CCN(C(=O)C2CC2)C1,7.346787486,391.164439532,7,1,2.5926,True,0,0.0
1972,CHEMBL3699645,45.0,nM,Cc1cc(Nc2cc(-c3ccc(F)c(N4Cc5cc(C(C)(C)C)sc5C4=O)n3)n[nH]c2=O)nn1C,7.346787486,493.169622228,8,2,4.275920000000003,True,0,0.0
1975,CHEMBL3967742,45.32,nM,O=C(NC1CCCC(Nc2ncnc3[nH]cnc23)C1)c1ccccc1,7.343710099,336.16985925999995,5,3,2.506,True,0,0.0
1984,CHEMBL3948532,46.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCC(O)CC3)cc12,7.337242168,498.24310445200007,4,3,6.550420000000006,True,0,0.0
1987,CHEMBL3903393,47.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCSCC3)cc12,7.327902142,482.21403258,4,2,7.0034200000000055,True,0,0.0
1988,CHEMBL3977671,47.0,nM,Cc1c(NC(=O)c2ccc(N(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCOCC3)cc12,7.327902142,471.207053292,5,2,5.1944200000000045,True,0,0.0
1994,CHEMBL4075605,48.0,nM,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,7.318758763,581.1998369720002,9,2,3.5810000000000013,True,0,0.0
1995,CHEMBL3699649,48.0,nM,CN1CCn2nc(Nc3cc(-c4cccc(N5Cc6cc(C(C)(C)C)sc6C5=O)c4CO)n[nH]c3=O)cc2C1,7.318758763,545.2209088519999,9,3,3.834100000000003,True,0,0.0
1999,CHEMBL5080968,49.0,nM,Cc1cc2c(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)nc(N)nc2[nH]1,7.30980392,455.175753164,6,3,4.328420000000003,True,0,0.0
2000,CHEMBL3263657,49.0,nM,Cc1c(NC(=O)NC2CCCCC2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.30980392,554.2753869480001,7,4,4.998520000000004,True,0,0.0
2002,CHEMBL4107333,49.3,nM,CC(C)(O)c1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)c1,7.307153081,525.2488378520001,8,3,3.721600000000002,True,0,0.0
2005,CHEMBL4546543,50.0,nM,CN(C)CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cccnc5)cc4c32)cc1,7.301029996,438.169190564,6,1,4.299000000000002,True,0,0.0
2006,CHEMBL3401274,50.0,nM,Cc1c(NC(=O)c2ncc(C(C)(C)C)cn2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.301029996,581.2750525999999,9,2,4.3115200000000025,True,0,0.0
2007,CHEMBL3401283,50.0,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2cccnc2)n1,7.301029996,471.1728960400001,7,2,5.0869200000000045,True,0,0.0
2008,CHEMBL3358341,50.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6cc(C(C)(C)C#N)cc(F)c6C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.301029996,635.302016296,9,2,4.578180000000004,True,0,0.0
2009,CHEMBL3649448,50.0,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)ccc4c3=O)c2CO)nc1C(N)=O,7.301029996,431.19573966,7,2,2.6749,True,0,0.0
2012,CHEMBL4107491,50.7,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4ncc[nH]4)cc3)c12,7.294992041,456.202222008,7,3,2.8223000000000003,True,0,0.0
2016,CHEMBL5085099,51.0,nM,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc[nH]c2n1,7.292429824,441.1601031,6,3,4.020000000000002,True,0,0.0
2017,CHEMBL3649457,51.35,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-c4coc(C(N)=O)c4)c3CO)ncc2c1,7.289459552,435.159434404,6,2,3.6735000000000015,True,0,0.0
2019,CHEMBL4208579,52.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ccnc(Nc4ccc5cc[nH]c5c4)n3)c2)cc1,7.283996656,461.22156048400007,4,3,6.918300000000006,True,0,0.0
2020,CHEMBL5085931,52.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,7.283996656,485.26515661200017,9,2,4.164700000000002,True,0,0.0
2027,CHEMBL3902516,54.0,nM,CCn1cc2c(n1)CCC[C@@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,7.26760624,547.2055910480001,9,2,4.883700000000003,True,0,0.0
2035,CHEMBL3699648,55.0,nM,CN1CCn2nc(Nc3cc(-c4cccc(N5Cc6cc(C(C)(C)C)sc6C5=O)c4CO)nn(C)c3=O)cc2C1,7.259637311,559.2365589159999,10,2,3.844500000000004,True,0,0.0
2037,CHEMBL3621499,55.0,nM,COc1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,7.259637311,442.200490692,4,2,3.483200000000002,True,0,0.0
2044,CHEMBL3923793,56.94,nM,Cn1cc(Nc2nc(NC3CCCC(NC(=O)c4ccc(C(C)(C)C)cc4)C3)c3nc[nH]c3n2)cn1,7.244582537,487.2808066760001,8,4,4.280600000000002,True,0,0.0
2047,CHEMBL5179394,57.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1)[C@H](Nc1cc(Cl)cc(C(F)(F)F)c1)C1CC1,7.244125144,493.160470696,6,3,4.000800000000002,True,0,0.0
2049,CHEMBL4097247,58.0,nM,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,7.236572006,569.1998369720002,9,2,3.5810000000000013,True,0,0.0
2055,CHEMBL3621506,59.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(Cl)cc4)c23)CC1,7.229147988,446.150953656,3,2,4.128000000000002,True,0,0.0
2057,CHEMBL4238256,59.0,nM,CCC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)c1C,7.229147988,429.205241724,3,4,4.971320000000004,True,0,0.0
2059,CHEMBL4636316,60.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2(F)CC2)c1=O,7.22184875,519.2281826599999,7,2,2.9669000000000008,True,0,0.0
2060,CHEMBL3358340,60.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6cc(C(C)(C)C#N)ccc6C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.22184875,617.311438108,9,2,4.439080000000003,True,0,0.0
2061,CHEMBL5196390,60.0,nM,CC(C)(O)[C@@H](Nc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,7.22184875,476.1494294320001,6,4,3.601300000000002,True,0,0.0
2062,CHEMBL3894721,60.0,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@H]1CCCc2[nH]ncc21,7.22184875,519.1742909200002,8,3,4.390400000000001,True,0,0.0
2065,CHEMBL4115449,60.6,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CCC5)ccn4)cc3)c12,7.217527376,521.253923232,7,2,4.761700000000004,True,0,0.0
2073,CHEMBL4205446,62.0,nM,Cn1ccc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)c1,7.207608311,496.20230226,8,3,4.620800000000004,True,0,0.0
2076,CHEMBL4217471,62.6,nM,C=C1c2c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc3n2CC1NC(=O)CC,7.203425667,425.1851749760001,6,2,4.394400000000004,True,0,0.0
2077,CHEMBL4237999,63.0,nM,C=CS(=O)(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1,7.200659451,383.1303625320001,3,2,3.4601400000000018,True,0,0.0
2078,CHEMBL4861412,63.0,nM,COc1ccc(C(=O)NCc2ccc(-c3ccnc4[nH]c(-c5cnn(C)c5)nc34)cc2F)nc1,7.200659451,457.16625110000007,7,2,3.4981000000000018,True,0,0.0
2091,CHEMBL4743945,65.0,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cccnn5)cc4F)c4c(N)nccn34)C2)COC1,7.187086643,530.219014944,9,2,2.902400000000001,True,0,0.0
2098,CHEMBL4060356,66.5,nM,CC(=O)N1CCN(c2ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.177178355,636.31725176,10,2,3.333400000000002,True,0,0.0
2099,CHEMBL3896635,67.0,nM,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1Cc2ccccc2C1,7.173925197,361.133888352,6,2,3.2601000000000013,True,0,0.0
2101,CHEMBL5173088,67.0,nM,Nc1cc(N2CCC[C@@H](NC(=O)CNc3cc(Cl)cc(Cl)c3)C2)ncn1,7.173925197,394.10756462,6,3,2.5627000000000004,True,0,0.0
2110,CHEMBL4111797,68.9,nM,CC(C)c1nsc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,7.161780778,516.2055931360001,9,2,4.074100000000002,True,0,0.0
2112,CHEMBL248676,69.0,nM,Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,7.161150909,395.116443784,7,4,2.795919999999999,True,0,0.0
2115,CHEMBL3401276,70.0,nM,Cc1c(NC(=O)c2cnc(C(C)(C)C)cn2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.15490196,581.2750525999999,9,2,4.3115200000000025,True,0,0.0
2119,CHEMBL3621505,71.0,nM,CNC(=O)c1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,7.148741651,469.211389724,4,3,2.834200000000001,True,0,0.0
2122,CHEMBL1916904,72.0,nM,CNc1ccc2nc(Nc3cc(F)ccc3C)c3cncn3c2c1,7.142667504,321.138973732,5,2,4.115320000000002,True,0,0.0
2124,CHEMBL4443849,72.8,nM,Cc1cc2cn[nH]c2cc1-c1cccc2c(N)c(C(N)=O)cnc12,7.137868621,317.1276601,4,3,2.767619999999999,True,0,0.0
2128,CHEMBL4638921,74.0,nM,COCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.13076828,505.232519092,8,2,2.1112,True,0,0.0
2129,CHEMBL4640083,74.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2COC2)c1=O,7.13076828,517.2325190919998,8,2,2.1112,True,0,0.0
2146,CHEMBL4873565,79.0,nM,Cc1c(NC(=O)c2c[nH]cn2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.102372909,522.212786692,7,4,4.124720000000002,True,0,0.0
2150,CHEMBL5178185,80.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC2CN(O)C2)CC1=O,7.096910013,462.2491722,9,2,1.8943199999999991,True,0,0.0
2151,CHEMBL4303247,80.0,nM,O=C(CNc1cccc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.096910013,384.1465369720001,5,3,2.8084000000000007,True,0,0.0
2152,CHEMBL4078497,80.0,nM,CC1(C(=O)N2CCC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC2)COC1,7.096910013,579.2205724160001,8,2,4.387100000000002,True,0,0.0
2155,CHEMBL4071845,81.0,nM,Cn1cc(-c2cccc(N3CCc4c(cc5n4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,7.091514981,496.222288756,8,2,3.4189000000000016,True,0,0.0
2156,CHEMBL4237436,81.0,nM,Cc1cc2c(-c3cccc(-n4cnc5ccccc5c4=O)c3C)ccc(C(N)=O)c2[nH]1,7.091514981,408.15862588,4,2,4.249740000000003,True,0,0.0
2157,CHEMBL4110379,81.2,nM,COc1cccc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,7.090443971,497.2175377240001,8,2,3.502800000000001,True,0,0.0
2158,CHEMBL5076659,81.4,nM,O=C(O)CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12,7.089375595,422.07818264,6,3,4.131100000000002,True,0,0.0
2160,CHEMBL3944462,82.0,nM,CC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,7.086186148,415.1644395320001,5,2,3.1252000000000013,True,0,0.0
2167,CHEMBL3263651,83.0,nM,Cc1c(NC(=O)c2ccccc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.080921908,533.2175377240001,7,3,4.796620000000003,True,0,0.0
