,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,PAINS_match,Brenk_match
621,CHEMBL3905726,1.6,nM,CN1CC(=O)N2C[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]2C1,8.795880017,564.220906764,8,2,3.664600000000002,True,0,0.0
622,CHEMBL4106703,1.6,nM,COc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)c(OC)c2)c1,8.795880017,561.189130056,9,2,4.164800000000002,True,0,0.0
630,CHEMBL4110442,1.7,nM,COc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,8.769551079,551.1506363720001,9,2,4.526120000000003,True,0,0.0
632,CHEMBL4797536,1.7,nM,Cc1cc(-c2ccnc(Nc3conc3C)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.769551079,462.183795072,8,2,5.176040000000003,True,0,0.0
634,CHEMBL4741884,1.7,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,8.769551079,518.195405312,6,3,4.386620000000002,True,0,0.0
648,CHEMBL4788285,1.8,nM,Cc1cc(-c2ccnc(Nc3ccccc3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.744727495,457.193631484,6,2,5.879620000000004,True,0,0.0
651,CHEMBL3906813,1.8,nM,Nc1nccn2c([C@H]3CC[C@@H]4COCCN4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.744727495,537.210007732,8,2,4.222800000000003,True,0,0.0
656,CHEMBL4869875,1.9,nM,Cn1cc(-c2nc3c(-c4ccc5c(c4)CCC[C@@H]5NC(=O)c4nc(C(C)(C)C)no4)ccnc3[nH]2)cn1,8.721246399,496.2335221360001,8,2,4.513300000000003,True,0,0.0
660,CHEMBL4638277,1.9,nM,Cn1cc(-c2cc(F)cc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O,8.721246399,552.198440004,7,2,4.1159000000000034,True,0,0.0
661,CHEMBL4109186,1.9,nM,COc1cc(C(=O)Nc2cc(C3CC3)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.721246399,537.2488378520001,8,2,4.380200000000003,True,0,0.0
663,CHEMBL4112747,1.9,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5(F)COC5)ccn4)cc3)c12,8.721246399,541.223765976,8,2,3.689200000000002,True,0,0.0
673,CHEMBL4114840,1.9,nM,CCOc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12,8.721246399,549.1958369760001,9,2,4.401920000000002,True,0,0.0
684,CHEMBL4090189,2.0,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.698970004,510.23793882,8,2,3.664900000000002,True,0,0.0
686,CHEMBL3657234,2.0,nM,Nc1n[nH]c2cc(-c3ccc(-c4nnn[nH]4)cc3)nc(-c3ccc(Oc4ccccc4)cc3)c12,8.698970004,446.160357196,7,3,4.846500000000002,True,0,0.0
687,CHEMBL3984599,2.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C(C)(C)O)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,8.698970004,580.2798036319999,6,3,4.318200000000004,True,0,0.0
690,CHEMBL4112206,2.0,nM,CCOc1cc(C(=O)Nc2cc(C3CC3)ccn2)c(F)cc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.698970004,569.2550661040001,8,2,4.909400000000003,True,0,0.0
691,CHEMBL3670078,2.0,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1CCn2c(cc3c2CCCC3)C1=O,8.698970004,524.264822264,8,2,3.4715200000000017,True,0,0.0
693,CHEMBL3968447,2.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(NC(=O)c5ccc(C(C)(C)O)cc5F)c4CO)ncnc3[nH]2)CC1,8.698970004,572.254731756,6,4,4.506700000000003,True,0,0.0
696,CHEMBL4112851,2.0,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12,8.698970004,467.20697304,7,2,3.494200000000002,True,0,0.0
700,CHEMBL3657232,2.0,nM,CNC(=O)c1ccc(-c2cc3[nH]nc(N)c3c(-c3ccc(Oc4ccccc4)cc3)n2)cc1,8.698970004,435.169524912,5,3,5.0260000000000025,True,0,0.0
706,CHEMBL3358345,2.0,nM,CCN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ncc6cc(C(C)(C)C)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,8.698970004,637.31766636,10,2,4.960800000000004,True,0,0.0
707,CHEMBL4643319,2.0,nM,Cn1cc(-c2cc(F)cc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,8.698970004,552.198440004,7,2,4.1159000000000034,True,0,0.0
708,CHEMBL4109651,2.0,nM,CC(C)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,8.698970004,510.19910870000007,7,1,4.932100000000005,True,0,0.0
709,CHEMBL4749757,2.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)c1nnc(C(C)(C)C)s1,8.698970004,462.195028452,9,2,4.008120000000002,True,0,0.0
712,CHEMBL3929806,2.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4ccc(F)c(NC(=O)N5CC(OC(C)(C)C)C5)c4)ncnc3[nH]2)CC1,8.698970004,535.270716168,5,2,4.565900000000004,True,0,0.0
717,CHEMBL4172284,2.0,nM,Cc1cc2[nH]ncc2cc1-c1cccc2c(N)c(C(N)=O)nnc12,8.698970004,318.122909068,5,3,2.162619999999999,True,0,0.0
721,CHEMBL3949916,2.0,nM,NC(=O)c1ccc(-c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)ccc6C5=O)c4CO)ccnc3[nH]2)nc1,8.698970004,545.2063043439999,6,3,4.799700000000004,True,0,0.0
723,CHEMBL3670098,2.0,nM,CN(C)CCOc1ccc(Nc2cc(-c3cc(F)cc(N4CCc5c(sc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,8.698970004,617.2472038519999,9,2,4.905900000000005,True,0,0.0
725,CHEMBL3670092,2.0,nM,CCn1cc(Nc2nc(-c3cccc(N4CCc5c(sc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)cn1,8.698970004,544.225659884,9,2,4.288800000000003,True,0,0.0
727,CHEMBL4760128,2.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)C1CCC(C(C)(C)C)C1,8.698970004,446.279409708,6,2,5.007720000000004,True,0,0.0
731,CHEMBL3670094,2.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,8.698970004,611.302016296,9,2,3.9148000000000014,True,0,0.0
734,CHEMBL3952007,2.0,nM,CN1CCC(n2cc(-c3cc4c(-c5cccc(-n6ncc7cc(C8CC8)ccc7c6=O)c5CO)ncnc4[nH]3)cn2)CC1,8.698970004,572.264822264,9,2,4.823900000000004,True,0,0.0
735,CHEMBL3968367,2.0,nM,Cc1c(-c2ncnc3[nH]c(C4=CCN(C(=O)N(C)C)CC4)cc23)ccc(F)c1NC(=O)N1CC(OC(C)(C)C)C1,8.698970004,549.286366232,5,2,4.874320000000004,True,0,0.0
736,CHEMBL3657244,2.0,nM,Nc1n[nH]c2cc(-c3ccc(C(=O)O)cc3)nc(-c3ccc(Oc4cccc(F)c4)cc3)c12,8.698970004,440.128468624,5,3,5.503700000000003,True,0,0.0
737,CHEMBL4109483,2.0,nM,Cn1ncc2c1CCC[C@]2(O)c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12,8.698970004,548.189606636,9,3,3.950300000000001,True,0,0.0
743,CHEMBL4792826,2.1,nM,Cc1cc(-c2ccnc(Nc3ccn(C)n3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.677780705,461.199779484,8,2,4.613120000000003,True,0,0.0
744,CHEMBL3913277,2.1,nM,Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@H]1CCCc2c1cnn2CCO,8.677780705,563.2005056680001,10,3,3.8561000000000014,True,0,0.0
748,CHEMBL4114368,2.1,nM,N#Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)cc1C(F)(F)F,8.677780705,560.189606636,8,2,4.384680000000003,True,0,0.0
756,CHEMBL4112500,2.2,nM,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)s1,8.657577319,487.1790440400001,8,2,3.8641200000000016,True,0,0.0
759,CHEMBL4111005,2.2,nM,Cc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc(F)c1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.657577319,567.2005859200001,7,2,4.9605200000000025,True,0,0.0
762,CHEMBL4211893,2.2,nM,CC(C1CC1)n1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,8.657577319,552.239750388,10,3,4.844800000000004,True,0,0.0
765,CHEMBL4109782,2.2,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4nccc(C(F)(F)F)n4)cc3)c12,8.657577319,536.189606636,8,2,3.908000000000002,True,0,0.0
766,CHEMBL3670105,2.2,nM,Cc1cc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)[nH]n1,8.657577319,530.244167072,7,3,4.045520000000002,True,0,0.0
769,CHEMBL4112629,2.2,nM,Cn1nc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)c(Cl)c2)cc1C(F)(F)F,8.657577319,572.1662843480001,8,2,4.504900000000004,True,0,0.0
770,CHEMBL3952795,2.2,nM,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,8.657577319,572.22351188,6,3,4.399020000000004,True,0,0.0
775,CHEMBL4108849,2.3,nM,Nc1ncc(F)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3O)c12,8.638272164,569.1798504760001,8,3,4.357700000000004,True,0,0.0
776,CHEMBL4644207,2.3,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,8.638272164,519.2281826599999,7,2,2.822800000000001,True,0,0.0
778,CHEMBL3670103,2.34,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(CN3CCOCC3)cn2)c1=O,8.630784143,626.301681948,9,2,4.241200000000003,True,0,0.0
781,CHEMBL4634904,2.4,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,8.619788758,535.2031107839999,8,2,3.371800000000001,True,0,0.0
790,CHEMBL4111685,2.5,nM,N#Cc1ccnc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2F)c1,8.602059991,510.1928001960001,8,2,3.504980000000001,True,0,0.0
794,CHEMBL4779908,2.5,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)c(F)c4)c4c(N)nccn34)C2)COC1,8.602059991,597.2111506040001,8,2,4.526200000000002,True,0,0.0
795,CHEMBL4111374,2.5,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)c(F)cc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.602059991,583.19550054,8,2,4.660700000000003,True,0,0.0
796,CHEMBL3649455,2.51,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc1C(N)=O,8.600326279,448.19106888,6,2,3.4190000000000014,True,0,0.0
799,CHEMBL3944049,2.6,nM,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4c(c23)CC[C@@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,8.585026652,588.1939613400001,6,3,4.913320000000003,True,0,0.0
801,CHEMBL3941224,2.6,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O,8.585026652,532.211055376,6,3,4.625620000000002,True,0,0.0
802,CHEMBL5093905,2.6,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCCC4NC(=O)c3nnc(C(C)(C)C)n3C)n2)cn1,8.585026652,499.28080667600017,9,2,4.244200000000003,True,0,0.0
806,CHEMBL3917607,2.6,nM,Nc1nccn2c([C@H]3CC[C@@H]4CCOC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.585026652,551.189272288,8,2,4.732900000000003,True,0,0.0
812,CHEMBL3948238,2.7,nM,Cn1ncc2c1CCC[C@@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,8.568636236,533.1899409840001,9,2,4.400800000000002,True,0,0.0
813,CHEMBL3976719,2.7,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,8.568636236,554.232933692,6,3,4.259920000000004,True,0,0.0
814,CHEMBL4855916,2.7,nM,Cn1cc(-c2nc3c(-c4ccc(C5(NC(=O)c6nc(C(C)(C)C)no6)CC5)cc4)ccnc3[nH]2)cn1,8.568636236,482.2178720720001,8,2,4.125000000000003,True,0,0.0
821,CHEMBL4107901,2.7,nM,COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,8.568636236,568.2158213839999,9,2,3.860100000000002,True,0,0.0
826,CHEMBL3670113,2.8,nM,CCN1CCc2nc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)ccc2C1,8.552841969,610.306767328,8,2,4.787000000000004,True,0,0.0
827,CHEMBL4213985,2.8,nM,Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(C3CC3)c2)n1,8.552841969,523.2132012920001,9,3,4.813700000000003,True,0,0.0
828,CHEMBL3670096,2.8,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(C3CCN(C4COC4)CC3)cn2)c1=O,8.552841969,652.3173320120001,9,2,4.741200000000004,True,0,0.0
831,CHEMBL3652672,2.83,nM,CN1CCN(c2ccc3c(C(N)=O)cn(-c4cccc(-n5ncc6cc(C(C)(C)C)cc(F)c6c5=O)c4CO)c3n2)CC1,8.548213564,583.270716168,9,2,3.504200000000002,True,0,0.0
839,CHEMBL3358346,3.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ncc6cc(C(C)(C)C)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,8.522878745,623.3020162959999,10,2,4.570700000000004,True,0,0.0
841,CHEMBL3699640,3.0,nM,Cc1c(-c2cc(Nc3cc(C)n(C)n3)c(=O)[nH]n2)cccc1N1Cc2cc(C(C)(C)C)sc2C1=O,8.522878745,488.199445136,7,2,5.050240000000004,True,0,0.0
846,CHEMBL5204655,3.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC2CCC2)CC1=O,8.522878745,445.259008612,7,1,3.373420000000001,True,0,0.0
847,CHEMBL3958922,3.0,nM,CS(=O)(=O)N1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,8.522878745,678.2624393159999,8,2,4.778000000000004,True,0,0.0
857,CHEMBL3908219,3.0,nM,CN1CC[C@H]2CC[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,8.522878745,564.2209067640001,7,2,4.648100000000002,True,0,0.0
863,CHEMBL4067714,3.0,nM,Cn1cc(-c2cccc(N3Cc4cc(C(C)(C)C)sc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.522878745,501.183460724,8,2,4.597600000000004,True,0,0.0
864,CHEMBL4077625,3.0,nM,Cn1cc(-c2cccc(N3Cc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.522878745,495.227039788,7,2,4.536100000000004,True,0,0.0
865,CHEMBL4080943,3.0,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(sc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,8.522878745,624.28826014,9,2,4.824200000000004,True,0,0.0
866,CHEMBL4550390,3.0,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(CO)ccc4c23)cccc1-n1cnc2ccccc2c1=O,8.522878745,474.169190564,5,3,4.586820000000003,True,0,0.0
871,CHEMBL5169775,3.0,nM,Cc1cc(-c2ccnc(Nc3cnn(CCO)c3)n2)ccc1CN1CCN(CC(C)C)CC1=O,8.522878745,463.269573296,8,2,2.68462,True,0,0.0
873,CHEMBL3746293,3.0,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,8.522878745,529.169622228,8,3,4.736920000000003,True,0,0.0
877,CHEMBL4740150,3.0,nM,Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.522878745,405.162331356,5,2,4.617320000000003,True,0,0.0
878,CHEMBL5170218,3.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC(C)C)CC1=O,8.522878745,433.259008612,7,1,3.2293200000000013,True,0,0.0
879,CHEMBL5083788,3.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCCC4NC(=O)c3cnc(C(C)(C)C)nc3)n2)cn1,8.522878745,496.2699076440001,8,2,4.905700000000003,True,0,0.0
880,CHEMBL3657241,3.0,nM,CN(C)C(=O)Cn1ccc(Nc2cc3[nH]nc(N)c3c(-c3ccc(Oc4ccccc4)cc3)n2)n1,8.522878745,468.202222008,8,3,4.027700000000001,True,0,0.0
881,CHEMBL3622193,3.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(NC(=O)c5ccc(N(C)C)cc5)c4F)c23)CC1,8.522878745,592.259817136,5,3,4.932000000000004,True,0,0.0
890,CHEMBL4115382,3.1,nM,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12,8.508638306,600.222049636,9,2,4.389300000000002,True,0,0.0
897,CHEMBL4784093,3.2,nM,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5nccs5)cc4F)c4c(N)nccn34)C2)COC1,8.494850022,535.1801869120001,9,2,3.568900000000001,True,0,0.0
898,CHEMBL4114231,3.2,nM,Cn1cc2c(n1)CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,8.494850022,533.1899409840001,9,2,4.400800000000002,True,0,0.0
899,CHEMBL4114902,3.2,nM,CCn1ncc2c1CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,8.494850022,547.2055910480001,9,2,4.883700000000004,True,0,0.0
902,CHEMBL4648439,3.2,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O,8.494850022,535.2031107839999,8,2,3.371800000000001,True,0,0.0
903,CHEMBL3649461,3.2,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5cccnc54)c3CO)ncc2c1,8.494850022,485.186317848,7,2,3.7524000000000015,True,0,0.0
913,CHEMBL4110723,3.3,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)nc3)c12,8.48148606,536.189606636,8,2,3.908000000000002,True,0,0.0
916,CHEMBL3670128,3.4,nM,COc1nccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)n1,8.468521083,558.2390816919999,9,2,3.8126000000000015,True,0,0.0
918,CHEMBL3670115,3.4,nM,CN(C)CCN(C)c1ccc(Nc2cc(-c3cc(F)cc(N4CCc5c(sc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,8.468521083,630.2788383279999,9,2,4.963300000000005,True,0,0.0
920,CHEMBL5073995,3.5,nM,CN1CCc2cc(-c3ccnc(Nc4cnn(C)c4)n3)ccc2[C@H](NC(=O)c2cn(C(C)(C)C)nn2)C1,8.455931956,500.27605564400005,10,2,2.926200000000001,True,0,0.0
921,CHEMBL2151321,3.5,nM,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,8.455931956,381.1713364800001,7,2,3.638000000000001,True,0,0.0
925,CHEMBL4642103,3.5,nM,C=CS(=O)(=O)NC1CCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1,8.455931956,362.141261564,4,3,1.52524,True,0,0.0
933,CHEMBL3670114,3.6,nM,CCN1CCn2nc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)cc2C1,8.443697499,599.302016296,9,2,4.046000000000003,True,0,0.0
936,CHEMBL4216609,3.7,nM,Cn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,8.431798276,497.197551228,9,3,4.015800000000002,True,0,0.0
939,CHEMBL3893811,3.7,nM,Nc1nccn2c([C@H]3CC[C@@H]4C[C@@H](O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.431798276,551.189272288,8,3,3.4838000000000013,True,0,0.0
946,CHEMBL5093755,3.8,nM,CC(C)CC1(O)CN(C(=O)NC2CCCCc3cc(-c4ccnc(Nc5cnn(C)c5)n4)ccc32)C1,8.420216403,489.28522336000015,7,3,4.190600000000003,True,0,0.0
955,CHEMBL4644448,3.8,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O,8.420216403,519.2281826599999,7,2,2.822800000000001,True,0,0.0
956,CHEMBL3670095,3.9,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,8.408935393,653.31258098,10,2,3.6838000000000015,True,0,0.0
973,CHEMBL3670111,4.0,nM,CN1CCC(c2ccc(Nc3nc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)cc2)CC1,8.397940009,610.306767328,8,2,4.972200000000004,True,0,0.0
975,CHEMBL5169765,4.0,nM,O=C1[C@H](Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,8.397940009,442.1684152880001,5,2,3.822300000000002,True,0,0.0
976,CHEMBL3920088,4.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCC(O)CC5)cc34)c2CO)cc1,8.397940009,496.247440884,5,4,5.595200000000006,True,0,0.0
977,CHEMBL3746333,4.0,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cnc(C(C)(C)C)cn1,8.397940009,531.2506494200001,9,3,3.609720000000001,True,0,0.0
978,CHEMBL3969541,4.0,nM,CN1CC(n2cc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)cn2)C1,8.397940009,560.253588884,7,2,4.988800000000005,True,0,0.0
980,CHEMBL5170919,4.0,nM,CC(C)CN1CCN(Cc2ccc(-c3ccnc(Nc4cnn(CCO)c4)n3)cc2Cl)C(=O)C1,8.397940009,483.21495088,8,2,3.029600000000001,True,0,0.0
981,CHEMBL3939414,4.0,nM,Nc1nccn2c([C@H]3CC[C@@H]4CNCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.397940009,550.2052567000001,8,3,3.3224000000000027,True,0,0.0
983,CHEMBL5199196,4.0,nM,C[C@H]1CCN(c2ncnc3[nH]ncc23)C[C@@H]1NC(=O)[C@H](Nc1cc(F)cc(Cl)c1)C1CC1,8.397940009,457.17931432,6,3,3.367100000000001,True,0,0.0
984,CHEMBL4069030,4.0,nM,Cn1cc(-c2cccc(N3CCNc4cc(C(C)(C)C)ccc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.397940009,524.253588884,8,3,4.448000000000002,True,0,0.0
987,CHEMBL3746115,4.0,nM,Cc1c(NC(=O)c2cc3ccccc3s2)cccc1-c1cc(Nc2cc3n(n2)CCN(C)C3)c(=O)[nH]n1,8.397940009,511.1790440400002,8,3,4.597820000000003,True,0,0.0
992,CHEMBL3747417,4.0,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1ccc(C(C)(C)C)cc1,8.397940009,529.2601514840001,7,3,4.819720000000003,True,0,0.0
1000,CHEMBL3929022,4.1,nM,Nc1nccn2c([C@H]3CC[C@@H]4C[C@H](O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,8.387216143,551.189272288,8,3,3.4838000000000013,True,0,0.0
